Id,SalePrice
1461,128824.77056310645
1462,146965.82016302107
1463,173141.41456848782
1464,194260.12065388903
1465,212495.09303090227
1466,176512.8912912023
1467,177777.7302832793
1468,170027.21787952448
1469,191038.58098395422
1470,111752.90824816527
1471,193238.58251439827
1472,97185.78322884289
1473,96072.11525080678
1474,153697.49612301393
1475,128258.73803628587
1476,359134.1337129075
1477,264620.7903545146
1478,300856.43498007493
1479,294972.14549923636
1480,525570.896609293
1481,322122.99067315797
1482,231321.1939563787
1483,175703.7020371306
1484,161556.65858157686
1485,169807.10905026278
1486,202519.39587975017
1487,343235.86479003564
1488,268969.5108549389
1489,195887.8254021191
1490,205315.7203976906
1491,186144.43898054847
1492,101221.7592574192
1493,187612.61749936623
1494,292005.41784542054
1495,284002.7460170694
1496,218615.735998113
1497,197682.31234583084
1498,164104.88186557379
1499,164271.94979240553
1500,156135.4371991921
1501,167369.37640286074
1502,157352.28129012257
1503,264992.209533265
1504,236591.63680075185
1505,222077.76567445384
1506,191314.8189826672
1507,237309.501379788
1508,187426.69264375936
1509,151899.83931453773
1510,135385.4217204781
1511,134565.069250302
1512,160823.3743749956
1513,145506.06178876365
1514,159698.72583579735
1515,218891.90702981025
1516,149290.8448356233
1517,169659.52237257996
1518,156081.84242761828
1519,203665.54019890277
1520,121094.62177491284
1521,124465.86166215184
1522,168530.9274069905
1523,110527.99700683783
1524,122696.07764793653
1525,116788.97731997441
1526,111377.55481345655
1527,112073.39904040059
1528,147823.2052941756
1529,136247.78240638576
1530,181928.69998453124
1531,108307.78635147528
1532,98656.33499289304
1533,144231.56203376377
1534,125559.24684183723
1535,147691.59000908348
1536,106691.77338617439
1537,72552.22333587422
1538,158067.8534715351
1539,179585.7305137848
1540,101608.69400246805
1541,136847.02700600578
1542,146045.1405275553
1543,194648.98506386453
1544,94668.93058707693
1545,121388.84823631773
1546,141417.956264495
1547,137158.32347643725
1548,140902.269178521
1549,123860.02858651715
1550,129563.13763503595
1551,108894.55599085499
1552,123534.0583792294
1553,125741.76425034704
1554,122048.40592061882
1555,182463.43055326116
1556,97324.33490417653
1557,99485.6750677584
1558,102144.75558698564
1559,80865.80318981016
1560,138004.2115289444
1561,128297.62232510556
1562,132450.65054449067
1563,109395.36399080878
1564,168658.23918296694
1565,146258.15065884736
1566,262501.4212165551
1567,82857.80816314885
1568,215773.03642354094
1569,115891.21541993636
1570,141691.3168139623
1571,124976.11169194932
1572,139812.43692667302
1573,227821.45555039644
1574,119360.14070779513
1575,203298.83834897104
1576,238771.89197375008
1577,190113.37040037123
1578,137812.7493557134
1579,139487.8345740548
1580,199181.16562259904
1581,153249.61058001305
1582,128458.65431082781
1583,304828.6737459758
1584,233796.24798629564
1585,141786.1581554947
1586,79909.35309944421
1587,105151.19595682256
1588,134457.61996834588
1589,104082.06496011592
1590,146796.99207678117
1591,95095.6795522711
1592,127830.21578541405
1593,121191.81273488562
1594,138718.15491419553
1595,100478.82553813976
1596,246149.97826297575
1597,196341.8446504658
1598,199866.89262700896
1599,168975.02791507012
1600,168003.78542289432
1601,61483.742181326474
1602,101310.96068376141
1603,82302.18261166073
1604,266693.01946245204
1605,237189.30125423727
1606,175119.71876534002
1607,218422.7619929984
1608,220033.5708168536
1609,191788.79397877087
1610,150461.67476003343
1611,141213.34665568697
1612,173508.3194640302
1613,175564.34925119643
1614,108524.06369597674
1615,92039.15013694894
1616,77904.0288543009
1617,94403.31289479505
1618,130173.20215214186
1619,135334.5972969706
1620,167530.91127854885
1621,137917.09804619307
1622,127778.38427757971
1623,246569.5311917019
1624,195274.13174772993
1625,119607.23655829128
1626,171159.63292134568
1627,183791.19755518174
1628,268888.3076393866
1629,175259.91678143048
1630,385671.3393887537
1631,233484.98819855996
1632,256520.32023843512
1633,165986.5792768742
1634,184827.07091331467
1635,168132.50602190045
1636,166734.96037747574
1637,192647.6148517387
1638,201210.0999585642
1639,187859.4970410611
1640,258194.8356855336
1641,172961.78196238843
1642,224442.12023380274
1643,241437.60180117222
1644,234493.8334045534
1645,196128.53919464885
1646,152433.25738038096
1647,157361.33684639647
1648,134133.62886968633
1649,137311.88402486627
1650,119192.51147064714
1651,131091.48565011926
1652,97959.11869759117
1653,103782.07491567517
1654,148692.47371431894
1655,143503.4939377072
1656,146545.12042819444
1657,149875.66286029178
1658,147127.01616007672
1659,130433.42696937207
1660,157704.4657083403
1661,451574.0058834918
1662,387077.33911034634
1663,363590.80989371176
1664,515063.66029707703
1665,317672.0622412474
1666,323903.8903018912
1667,336126.4322288608
1668,327159.1853280167
1669,277275.9912629344
1670,326925.1480875115
1671,261320.57717936148
1672,430593.4492439592
1673,303100.0076859611
1674,281555.70374351053
1675,202135.3234825334
1676,204272.06333184068
1677,216914.10356915664
1678,473021.716294224
1679,343562.99695614405
1680,321665.14048097125
1681,260858.51378550736
1682,279975.5872712145
1683,217486.97692107008
1684,184370.92744265156
1685,174794.6632165488
1686,172887.61737976244
1687,169402.2807461622
1688,198298.77733155835
1689,195476.51337998908
1690,186583.1061004284
1691,176328.85638942473
1692,243735.45663472955
1693,161062.0091979323
1694,173724.54647031197
1695,169044.64496168474
1696,258248.3415395253
1697,178980.53861100733
1698,363635.1170609598
1699,329859.2043117308
1700,241441.05391950643
1701,270290.34714650194
1702,276406.36213611445
1703,267404.97255699796
1704,281638.04581789125
1705,228570.70706762135
1706,432355.8868844582
1707,207336.57135292565
1708,209971.2753399911
1709,289494.82151319244
1710,238981.2994367393
1711,248679.93406156104
1712,276374.9799765058
1713,251077.6022001076
1714,216738.3175772265
1715,198666.71418979715
1716,194922.96848212444
1717,173688.2821594543
1718,143533.21276642827
1719,193390.0423682724
1720,232573.96324361707
1721,174602.28711106066
1722,132763.67637707328
1723,151678.01227403962
1724,213272.6782059952
1725,221304.17666068187
1726,179773.26874580173
1727,166097.88306360517
1728,170691.47345769522
1729,164047.54863383752
1730,189119.1183334587
1731,116037.2018083251
1732,126672.62119649575
1733,111216.66933202565
1734,114862.16668938614
1735,135166.81524264548
1736,115188.93695001194
1737,379419.80679546314
1738,251804.8611177709
1739,335948.09561683843
1740,233488.4254841473
1741,193560.3229342497
1742,166800.5475056079
1743,176519.09622167412
1744,319460.7227726016
1745,226740.71971335233
1746,237692.83231004755
1747,220139.1735808408
1748,232157.02122674033
1749,143479.85316821863
1750,134144.85990970838
1751,246157.89269474754
1752,117259.35597108911
1753,155047.42661085853
1754,196869.90781895476
1755,151195.82857030415
1756,123494.84292532185
1757,119970.10715174784
1758,139073.59350531953
1759,162029.57868807885
1760,163365.08118715222
1761,154282.4953641483
1762,176226.65914904987
1763,166639.9065587996
1764,110623.94085837768
1765,177283.42300389704
1766,172731.31424717966
1767,227010.73232783598
1768,133587.0154352823
1769,180609.59101429454
1770,146519.28209619707
1771,122538.07412506841
1772,133185.09572971502
1773,127464.94255811445
1774,161429.9503007638
1775,136189.97876012968
1776,111420.61806599528
1777,102586.97675448743
1778,136890.2074371116
1779,108210.60767372965
1780,171722.30587430246
1781,124533.73195531021
1782,85747.65952560828
1783,133605.42665433738
1784,93747.13414566303
1785,107764.10069240803
1786,143561.20560978196
1787,161490.65230825296
1788,61732.34391451844
1789,101894.5575214546
1790,69155.09946082805
1791,229636.81053379836
1792,164066.36827661135
1793,132846.31995184405
1794,162561.67869638864
1795,132662.66865299983
1796,123739.72760081617
1797,135887.22748227516
1798,121730.49014817033
1799,108131.01992094924
1800,110013.2211307394
1801,133159.27267106177
1802,161791.7499928451
1803,154533.37630562912
1804,142138.59666072603
1805,138580.71249019398
1806,134579.77339024996
1807,123962.67405817843
1808,112482.55864086648
1809,107500.36184380372
1810,123880.515179285
1811,95548.18535902599
1812,90906.48266971589
1813,121751.44888358234
1814,86687.20312584663
1815,59193.310909916254
1816,98338.22065887818
1817,95901.60929370153
1818,134765.4486066725
1819,123200.27272162723
1820,66355.32516901525
1821,115258.24311021063
1822,136464.77882815854
1823,50862.41227251687
1824,133096.87423555952
1825,133960.10863768533
1826,97914.74571611462
1827,111956.78229641181
1828,133870.81690414526
1829,132371.7377601132
1830,135444.48929569425
1831,151207.7687445487
1832,93888.1431061245
1833,116268.71101280634
1834,120826.41861885351
1835,122090.85737678074
1836,126253.37644478987
1837,77597.99612300236
1838,111529.89453449732
1839,111832.23725161988
1840,123056.47617065762
1841,125772.25425920183
1842,86072.49864516138
1843,146089.13294800045
1844,132600.66063025722
1845,138434.35165161884
1846,141447.33737179256
1847,172722.03976075657
1848,54439.82022225899
1849,101472.29127796076
1850,114906.08043358036
1851,149055.22087035538
1852,125072.05653466238
1853,123370.96430991677
1854,164564.7552312346
1855,152073.88887173278
1856,206631.96117964605
1857,132697.74110853826
1858,159256.4644575503
1859,122964.95286227707
1860,164645.48582610063
1861,122276.25017202883
1862,306043.7556918259
1863,306043.7556918259
1864,306043.7556918259
1865,312718.98729711457
1866,296844.56358549604
1867,252779.94250209825
1868,282621.92484112224
1869,205989.6746665559
1870,213244.1560738176
1871,250215.9334246972
1872,171299.47490595473
1873,238570.79666670886
1874,153696.03251203254
1875,196054.9071403882
1876,191349.27655631176
1877,199581.88020747298
1878,216230.94317418739
1879,121609.84550935825
1880,140423.2432574607
1881,252023.4944085717
1882,257571.10845097233
1883,193437.52080803292
1884,206419.37419460466
1885,223003.97759267018
1886,261382.2564745385
1887,202083.233019377
1888,259888.2378720657
1889,168090.32030369807
1890,125511.59992583105
1891,142990.02193040837
1892,100012.07744258772
1893,117080.12822236637
1894,138268.4538410147
1895,138918.83332207246
1896,126032.5394876993
1897,115194.47913226482
1898,120321.58521419237
1899,167627.53898789623
1900,161811.45109396236
1901,165638.22434257055
1902,137102.98702219987
1903,240956.03202504563
1904,151111.276276701
1905,200511.7542609927
1906,177067.0809171205
1907,212933.66917744876
1908,128669.25980470637
1909,138337.75927817097
1910,136658.86316919763
1911,212415.4153108791
1912,378637.9114428601
1913,128599.41877567614
1914,71979.90372217426
1915,267160.19463286205
1916,53643.060652043794
1917,242829.23636579586
1918,139569.21063080666
1919,180678.92495975154
1920,177016.26987890896
1921,356742.3523399579
1922,285164.0578965512
1923,241103.93056653067
1924,216979.8064062946
1925,218707.7182183618
1926,348045.57643309515
1927,133332.93080839026
1928,151999.4388110579
1929,128541.31210167741
1930,130773.80281211992
1931,148641.0567753815
1932,134184.27679281292
1933,182509.7711484451
1934,183217.49435366862
1935,166557.78752842647
1936,174383.37813145257
1937,179607.60300528008
1938,161942.93421469379
1939,275141.7549248831
1940,212495.09303090227
1941,184833.62207611414
1942,169225.75303126292
1943,224211.7549010916
1944,331707.76420293987
1945,338468.1932697917
1946,151049.51626918415
1947,308291.6929890818
1948,172632.98166808992
1949,217684.56021049147
1950,182424.104259459
1951,246418.14232383488
1952,208358.0211744735
1953,148685.86732306768
1954,198307.3991570818
1955,131383.99230738074
1956,369272.9188851036
1957,163902.82998727923
1958,268471.5851418401
1959,151549.4105598882
1960,113302.56287704642
1961,120549.39479070653
1962,97959.11869759117
1963,105491.7041344041
1964,100959.37212200982
1965,147028.00013872187
1966,144989.53408379704
1967,269009.65098580567
1968,384483.65898270044
1969,335017.9222419087
1970,420348.8586981705
1971,470591.30301114684
1972,364331.8806899511
1973,275681.27049898106
1974,306324.6285986211
1975,480655.1166303447
1976,267811.86943079095
1977,347219.17282054113
1978,373695.7744526226
1979,338136.67648935824
1980,216080.23524529088
1981,333489.121105552
1982,232740.50818163287
1983,232740.50818163287
1984,196434.99408982624
1985,200779.10813631868
1986,209133.96816251727
